x,y,x_pix,y_pix,fiber_area,myelin_area,fiber_area_pix,myelin_area_pix,rho,rho_pix,phi,hull_vertices,perimeter,hull_vertices_w_myel,shortest_diameter,longest_diameter,shortest_diameter_w_myel,longest_diameter_w_myel,eff_fib_diam,eff_fib_diam_w_myel,median_myelin_thickness,max_myelin_thickness,myelinated,chat,unmyel_nf,nav,th_overlap_p,c_estimate_nf_frac,c_estimate_nf,c_estimate_nav,c_estimate_nav_frac
230.797,40.333,1538.646,268.889,2.228,5.872,99,261,170.067,1133.777,-0.108,"[[231.900,40.500],[231.600,40.800],[231.000,41.100],[230.250,40.800],[229.950,40.500],[229.800,40.050],[229.800,39.750],[229.950,39.600],[230.100,39.600],[231.300,39.900],[231.600,40.050],[231.900,40.350]]",5.61,"[[228.900,40.500],[230.400,37.500],[230.550,37.350],[231.150,37.200],[232.050,37.050],[232.200,37.050],[233.100,39.450],[233.100,39.750],[231.600,40.800],[231.000,41.100],[229.500,41.100],[229.200,40.950],[228.900,40.650]]",1.187,2.066,2.526,4.24,1.684,3.211,0.589,2.938,True,False,False,False,0.0,0.0,0,,
229.047,34.431,1526.982,229.54,2.542,7.38,113,328,175.761,1171.742,-0.095,"[[228.150,33.900],[229.650,33.750],[229.800,33.750],[230.100,34.050],[230.100,34.800],[229.800,34.950],[228.900,35.100],[228.750,35.100],[228.150,34.800],[227.850,34.500],[227.850,34.350],[228.000,34.050]]",6.022,"[[230.700,33.300],[233.100,34.950],[233.100,35.700],[232.950,36.000],[232.500,36.600],[232.200,36.900],[231.900,37.050],[231.000,37.200],[230.700,37.200],[228.150,35.100],[228.000,34.950],[227.850,34.500],[227.850,34.350],[228.000,34.050],[228.150,33.900],[228.900,33.300],[229.350,33.150],[229.950,33.150]]",1.26,2.235,2.521,5.295,1.799,3.554,0.749,5.334,True,False,False,False,0.0,0.0,0,,
227.608,46.968,1517.385,313.122,3.33,23.648,148,1051,163.144,1087.628,-0.093,"[[227.250,47.700],[226.950,46.950],[226.950,45.450],[227.100,45.300],[227.250,45.300],[227.700,45.750],[228.000,46.350],[228.300,47.250],[228.300,48.450],[228.150,48.600],[227.850,48.600]]",7.72,"[[226.200,45.450],[226.350,45.000],[227.250,43.200],[228.150,43.650],[230.100,44.700],[231.300,45.450],[231.450,45.750],[231.450,46.050],[230.250,49.800],[230.100,50.250],[229.800,51.000],[229.650,51.300],[227.850,50.100],[227.250,49.500],[226.650,48.600],[226.200,46.950]]",1.177,3.327,4.861,6.935,2.059,5.755,1.756,3.44,True,True,False,False,0.0,0.0,0,,
233.401,50.102,1556.007,334.014,3.15,29.7,140,1320,160.678,1071.186,-0.131,"[[234.300,50.100],[234.000,50.850],[233.700,51.150],[233.400,51.300],[233.250,51.300],[232.950,51.000],[232.650,50.400],[232.650,49.350],[232.950,49.050],[233.400,49.050],[234.000,49.350],[234.150,49.500],[234.300,49.800]]",6.255,"[[229.800,51.150],[230.700,48.000],[231.150,46.800],[231.600,45.900],[232.350,45.900],[234.150,46.200],[234.450,46.350],[235.500,47.400],[236.550,48.600],[236.700,49.650],[236.400,50.400],[235.350,52.800],[235.200,53.100],[233.550,53.850],[233.100,54.000],[232.200,53.850],[230.100,52.200],[229.800,51.600]]",1.622,2.21,6.079,7.908,2.003,6.463,2.529,3.352,True,True,False,False,0.0,0.0,0,,
226.023,55.546,1506.822,370.31,39.128,10.26,1739,456,154.458,1029.717,-0.088,"[[225.000,59.100],[221.700,51.150],[221.850,51.000],[222.750,50.250],[223.350,50.100],[224.100,50.100],[226.200,50.700],[226.500,51.000],[230.100,57.150],[231.000,59.550],[231.000,60.150],[230.850,60.300],[226.650,60.300],[226.050,60.000],[225.300,59.400]]",30.725,"[[220.650,52.800],[220.950,50.100],[221.850,49.200],[222.600,48.900],[222.750,48.900],[223.650,49.350],[226.200,50.700],[226.500,51.000],[230.550,56.400],[230.700,56.700],[231.000,59.550],[231.000,60.150],[230.850,60.300],[225.150,60.750],[225.000,60.600]]",5.05,12.16,6.511,13.61,7.058,7.908,0.992,2.586,True,True,False,False,0.0,0.0,0,,
227.364,71.04,1515.762,473.601,3.218,7.875,143,350,139.169,927.791,-0.108,"[[226.650,71.400],[226.350,70.950],[226.350,70.350],[226.650,70.050],[227.250,70.050],[227.700,70.200],[227.850,70.350],[228.000,70.650],[228.300,71.400],[228.300,72.150],[227.700,72.150]]",6.635,"[[228.900,67.800],[230.850,71.850],[230.850,72.600],[230.550,73.500],[230.250,73.650],[230.100,73.650],[229.650,73.500],[228.000,72.900],[227.550,72.600],[227.250,72.300],[226.350,70.950],[226.350,70.350],[228.000,68.400],[228.150,68.250]]",1.502,2.544,3.253,5.104,2.024,3.743,1.187,4.273,True,True,False,False,0.0,0.0,0,,
231.609,69.026,1544.059,460.176,0.382,16.627,17,739,141.683,944.555,-0.136,"[[231.600,68.700],[231.900,69.000],[231.900,69.150],[231.750,69.300],[231.450,69.300],[231.300,69.000],[231.450,68.700]]",1.907,"[[232.650,66.600],[233.550,69.000],[233.550,69.150],[233.400,69.450],[232.800,70.050],[231.450,71.250],[231.000,71.550],[230.700,71.550],[229.950,70.350],[229.650,69.750],[229.050,68.250],[228.900,67.650],[229.050,67.350],[229.200,67.200],[229.950,66.600],[230.550,66.150],[231.150,66.150],[232.500,66.450]]",0.497,0.643,3.924,5.227,0.698,4.601,1.891,3.048,True,True,False,False,0.0,0.0,0,,
228.898,79.74,1525.984,531.597,1.395,2.97,62,132,130.708,871.384,-0.126,"[[229.800,79.950],[229.650,80.100],[228.300,80.100],[228.150,79.800],[228.150,79.350],[228.450,79.200],[228.600,79.200],[229.800,79.650]]",4.415,"[[230.700,78.900],[230.700,79.500],[229.500,81.000],[228.750,80.850],[228.300,80.550],[228.150,79.800],[228.150,79.350],[228.750,78.600],[229.200,78.300],[230.250,78.150],[230.400,78.300]]",0.777,1.669,2.094,2.934,1.333,2.327,0.626,1.646,True,True,False,False,0.0,0.0,0,,
227.452,74.655,1516.35,497.7,0.9,6.57,40,292,135.585,903.9,-0.111,"[[227.550,74.250],[228.000,74.700],[228.000,75.000],[227.700,75.150],[227.250,75.000],[226.950,74.700],[226.950,74.250]]",3.22,"[[226.650,74.550],[227.550,73.200],[230.400,73.650],[230.400,73.950],[230.100,75.750],[229.950,76.500],[229.500,76.500],[227.100,75.900],[226.650,75.000]]",0.745,1.222,2.465,3.821,1.07,3.056,1.272,3.683,True,True,False,False,0.0,0.0,0,,
233.134,86.113,1554.226,574.089,2.79,23.872,124,1061,125.019,833.462,-0.167,"[[232.050,86.850],[232.650,85.650],[233.250,85.050],[233.700,85.050],[233.850,85.200],[234.000,85.650],[234.000,85.800],[233.700,86.700],[233.400,87.000],[232.350,87.000]]",6.235,"[[231.600,90.750],[230.100,89.850],[228.900,87.450],[228.900,87.150],[229.050,84.450],[229.950,83.700],[232.500,83.250],[232.650,83.250],[234.150,83.850],[234.450,84.000],[235.200,84.750],[235.350,86.100],[234.450,88.050],[234.150,88.650],[232.950,89.700],[231.900,90.600]]",1.373,2.291,5.585,7.259,1.885,5.824,2.74,5.342,True,True,False,False,0.0,0.0,0,,
229.89,101.432,1532.598,676.211,15.885,8.19,706,364,109.377,729.18,-0.16,"[[226.650,98.850],[226.800,98.400],[227.100,98.250],[227.700,98.400],[228.900,99.000],[230.400,100.350],[233.100,103.050],[233.400,104.250],[233.400,104.400],[232.800,104.400],[231.000,103.800],[228.450,102.300],[228.150,102.000]]",19.362,"[[233.400,104.250],[233.400,104.400],[232.800,104.400],[228.600,103.650],[226.650,102.600],[224.550,99.450],[224.100,98.700],[223.950,98.400],[223.950,98.100],[224.250,97.800],[224.700,97.800],[227.550,97.950],[229.650,99.300],[229.800,99.450],[233.100,103.050]]",2.637,8.139,3.884,10.304,4.497,5.537,1.7,4.875,True,False,False,False,0.0,0.0,0,,
227.108,105.661,1514.054,704.406,7.042,19.08,313,848,104.778,698.521,-0.141,"[[225.750,106.200],[225.600,105.900],[225.450,105.300],[225.450,104.850],[226.050,104.550],[226.950,104.250],[227.400,104.250],[227.700,104.400],[228.600,105.300],[228.600,105.900],[228.450,106.650],[228.300,106.800],[227.850,107.100],[227.100,107.100]]",9.572,"[[227.100,108.750],[226.050,108.300],[225.150,107.100],[223.500,104.400],[223.950,103.950],[225.300,102.750],[225.900,102.450],[226.800,102.750],[228.300,103.500],[228.900,103.950],[229.350,104.400],[229.800,105.000],[230.100,106.800],[229.800,107.100],[227.700,108.750]]",2.534,3.332,4.933,6.661,2.994,5.585,1.328,2.034,True,True,False,False,0.0,0.0,0,,
230.67,108.922,1537.798,726.149,2.115,7.065,94,314,102.126,680.841,-0.18,"[[229.350,108.750],[229.500,108.600],[230.850,108.300],[231.000,108.300],[231.300,108.450],[231.750,108.900],[231.750,109.050],[231.600,109.350],[231.450,109.500],[230.850,109.500],[229.800,109.200],[229.350,108.900]]",5.797,"[[227.700,108.900],[228.000,108.450],[229.350,107.400],[230.100,106.950],[230.550,106.950],[232.800,108.600],[232.800,108.900],[232.050,110.100],[231.450,110.250],[229.950,110.250],[228.600,109.650]]",1.113,2.361,3.01,4.827,1.641,3.377,0.996,1.657,True,True,False,False,0.0,0.0,0,,
233.844,110.193,1558.957,734.617,1.057,3.352,47,149,101.499,676.661,-0.213,"[[232.950,110.100],[233.100,109.950],[234.150,109.800],[234.450,109.950],[234.600,110.100],[234.600,110.400],[234.000,110.550],[233.550,110.550],[233.100,110.250]]",3.942,"[[232.050,110.250],[232.350,109.650],[232.950,108.750],[233.100,108.600],[233.400,108.600],[234.000,108.750],[234.300,109.050],[234.600,110.100],[234.600,110.400],[234.150,111.150],[233.400,111.450],[233.250,111.450],[232.800,111.300],[232.650,111.150],[232.050,110.400]]",0.707,1.602,2.311,2.66,1.16,2.37,0.947,2.149,True,True,False,False,0.0,0.0,0,,
228.086,119.756,1520.575,798.373,13.072,32.985,581,1466,91.007,606.715,-0.173,"[[226.650,121.350],[225.750,120.150],[225.750,119.850],[226.350,118.950],[226.650,118.650],[228.150,117.450],[229.200,117.750],[229.500,118.050],[229.800,118.650],[229.950,119.850],[229.950,120.900],[229.800,121.050],[228.300,121.800],[227.850,121.800],[227.400,121.650]]",13.295,"[[221.400,117.450],[224.850,115.950],[225.750,115.650],[226.950,115.500],[229.050,116.400],[229.950,116.850],[230.850,120.000],[230.850,120.450],[230.700,120.900],[230.400,121.500],[229.500,123.000],[228.600,124.050],[228.450,124.200],[227.100,124.800],[226.650,124.800],[225.000,123.750],[224.250,123.000],[222.300,119.400]]",3.724,4.323,7.581,9.348,4.08,7.658,2.26,8.929,True,True,False,False,0.0,0.0,0,,
226.528,112.19,1510.188,747.936,24.48,36.72,1088,1632,98.232,654.883,-0.144,"[[219.300,109.350],[225.000,110.100],[227.100,110.400],[228.000,110.550],[228.450,110.850],[232.650,113.850],[232.800,114.150],[232.950,114.600],[232.950,114.900],[232.800,115.200],[232.200,115.200],[230.850,114.900],[223.350,112.800],[222.300,112.500],[219.000,110.400],[218.700,110.100],[218.700,109.500],[219.000,109.350]]",32.365,"[[221.400,117.300],[216.900,108.900],[217.050,108.750],[217.950,108.600],[226.050,108.600],[226.950,108.750],[227.550,108.900],[227.850,109.050],[236.700,114.600],[236.700,114.900],[236.400,115.050],[232.500,115.950],[231.150,116.250],[221.700,117.300]]",3.319,13.731,8.117,18.436,5.583,8.374,2.331,5.569,True,True,False,False,0.0,0.0,0,,
231.163,126.381,1541.09,842.538,1.755,4.68,78,208,85.114,567.426,-0.222,"[[229.950,126.300],[229.950,126.150],[230.700,125.850],[231.150,125.850],[232.050,126.300],[232.200,126.450],[232.200,126.750],[232.050,126.900],[231.450,126.900],[230.400,126.600]]",5.371,"[[229.800,128.250],[227.250,124.800],[228.150,124.350],[228.300,124.350],[231.000,125.400],[231.750,125.700],[232.200,126.150],[232.350,126.600],[232.350,126.900],[231.300,129.300],[230.700,129.000],[230.250,128.700]]",0.897,2.217,2.996,5.169,1.495,2.832,1.378,5.097,True,False,False,False,0.0,0.0,0,,
228.037,131.081,1520.247,873.87,5.198,11.88,231,528,79.866,532.441,-0.197,"[[229.350,131.400],[229.200,132.150],[229.050,132.300],[228.300,132.300],[227.100,131.850],[226.950,131.700],[226.800,130.500],[226.800,129.900],[226.950,129.750],[227.400,129.750],[228.900,130.350],[229.200,130.650],[229.350,130.950]]",8.517,"[[225.300,129.450],[225.750,128.250],[226.350,127.650],[226.650,127.650],[228.300,127.800],[230.400,128.850],[231.150,129.300],[229.650,132.300],[229.500,132.450],[228.750,132.900],[227.700,133.350],[226.800,133.350],[226.350,133.050],[225.900,132.600],[225.750,132.000]]",2.057,3.214,4.658,5.966,2.572,4.614,1.395,2.412,True,True,False,False,0.0,0.0,0,,
230.276,148.467,1535.176,989.781,7.402,13.747,329,611,63.501,423.339,-0.285,"[[228.150,148.500],[227.850,148.200],[228.150,147.750],[228.750,147.450],[230.850,147.450],[231.600,147.900],[232.200,148.500],[232.500,149.400],[232.200,149.550],[230.850,149.550],[229.800,149.400]]",11.033,"[[225.900,148.650],[230.400,144.600],[231.000,145.050],[233.550,147.300],[234.450,148.200],[234.450,148.350],[233.400,150.450],[233.100,150.750],[232.800,150.900],[229.500,150.450],[227.100,149.550],[226.050,148.800]]",2.021,4.444,5.282,8.006,3.07,5.148,1.672,2.739,True,False,False,False,0.0,0.0,0,,
235.007,144.82,1566.715,965.469,6.232,33.12,277,1472,68.422,456.144,-0.337,"[[233.850,145.500],[233.550,145.200],[233.250,144.150],[233.250,143.850],[233.700,143.700],[234.900,143.700],[236.850,144.750],[237.000,145.200],[237.000,145.350],[236.850,145.500],[236.250,145.800],[234.600,145.800],[234.150,145.650]]",9.672,"[[237.150,142.200],[238.050,145.800],[238.050,146.100],[237.750,146.400],[235.650,148.350],[235.350,148.350],[234.600,148.200],[233.100,147.000],[232.200,146.250],[230.400,144.450],[230.400,142.800],[231.000,142.200],[231.750,142.050],[234.300,141.600],[235.800,141.750]]",1.985,3.788,5.933,8.072,2.817,6.758,2.106,3.048,True,True,False,False,0.0,0.0,0,,
227.965,151.341,1519.765,1008.941,0.382,2.228,17,99,60.109,400.727,-0.262,"[[227.850,151.650],[227.700,151.350],[227.700,151.200],[227.850,151.050],[228.150,151.050],[228.150,151.650]]",1.898,"[[227.100,150.600],[227.250,149.700],[227.400,149.700],[229.050,150.450],[229.050,151.050],[228.600,151.950],[227.550,152.850],[227.400,152.850],[227.250,152.700],[227.100,151.950]]",0.439,0.642,1.761,2.824,0.698,1.823,0.921,2.075,True,False,False,False,0.0,0.0,0,,
225.881,151.334,1505.872,1008.894,1.057,9.608,47,427,59.611,397.406,-0.228,"[[225.450,151.200],[225.750,150.750],[226.200,150.750],[226.350,150.900],[226.350,151.050],[226.200,151.800],[225.900,151.950],[225.750,151.950],[225.450,151.800]]",3.539,"[[226.800,153.000],[224.250,152.700],[223.350,151.800],[223.200,151.500],[223.650,150.750],[225.300,148.950],[225.450,148.800],[226.200,148.800],[227.100,149.700],[227.100,152.700]]",0.843,1.266,3.501,4.106,1.16,3.685,1.347,2.616,True,False,False,False,0.0,0.0,0,,
230.974,153.103,1539.825,1020.689,8.978,14.062,399,625,59.281,395.206,-0.318,"[[234.900,152.100],[231.900,155.100],[231.150,155.100],[230.400,154.500],[230.250,154.350],[229.350,153.300],[229.050,152.400],[229.050,152.250],[229.350,151.950],[229.950,151.500],[230.250,151.350],[230.700,151.350],[234.600,151.800],[234.900,151.950]]",15.018,"[[232.200,155.700],[231.300,155.700],[230.700,155.550],[230.100,155.250],[228.600,153.750],[228.300,153.000],[228.300,152.850],[228.450,152.250],[229.200,150.600],[230.100,150.450],[234.150,150.450],[235.500,150.750],[236.100,151.350],[236.250,151.650],[236.250,152.100],[235.800,152.550]]",3.298,5.226,5.121,7.742,3.381,5.352,0.904,1.981,True,False,False,False,0.0,0.0,0,,
229.77,158.093,1531.803,1053.953,20.588,6.03,915,268,54.167,361.115,-0.326,"[[231.300,156.300],[232.350,156.750],[232.500,156.900],[232.650,157.200],[232.950,157.950],[232.800,158.850],[231.300,160.350],[230.700,160.650],[229.950,160.650],[229.350,160.350],[228.450,159.750],[226.650,158.100],[226.350,157.500],[226.350,156.900],[226.800,156.450],[229.050,156.150],[229.650,156.150]]",17.58,"[[229.950,155.250],[232.050,155.850],[232.500,156.750],[232.950,157.800],[232.950,157.950],[232.800,158.850],[232.650,159.300],[232.350,159.750],[231.750,160.200],[231.450,160.350],[230.700,160.650],[229.500,161.100],[227.400,161.700],[227.100,161.550],[226.950,161.400],[225.900,157.500],[225.900,157.350],[226.200,156.600],[226.350,156.450],[226.650,156.300]]",4.181,6.568,5.396,7.296,5.12,5.814,0.518,2.234,True,False,False,False,0.0,0.0,0,,
234.577,155.524,1563.85,1036.827,13.162,7.942,585,353,58.261,388.404,-0.39,"[[232.950,157.500],[232.200,154.950],[232.350,154.650],[233.850,151.950],[234.000,151.950],[238.050,154.050],[238.050,154.500],[235.050,158.100],[234.450,158.550],[233.850,158.550],[233.550,158.250]]",18.665,"[[232.050,154.950],[232.950,150.900],[233.400,150.600],[236.250,152.250],[238.050,154.050],[238.050,154.500],[237.600,155.550],[235.050,158.100],[234.450,158.550],[233.850,158.550],[233.400,158.400],[233.100,157.950],[232.950,157.650],[232.050,155.700]]",4.421,6.204,4.973,7.327,4.094,5.117,0.337,1.68,True,False,False,False,0.0,0.0,0,,
228.014,166.915,1520.097,1112.767,3.96,7.425,176,330,45.263,301.751,-0.352,"[[228.300,168.150],[228.000,168.150],[227.250,167.400],[226.950,166.950],[226.950,166.050],[227.250,165.900],[227.550,165.900],[228.600,166.050],[228.900,166.350],[229.200,166.950],[229.200,167.100],[228.900,167.550]]",7.132,"[[224.400,167.100],[227.250,165.900],[229.650,165.900],[229.650,166.650],[229.350,168.900],[228.300,169.050],[227.700,169.050],[227.250,168.900],[224.550,167.400],[224.400,167.250]]",1.916,2.39,3.162,4.878,2.245,3.685,0.687,2.597,True,True,False,False,0.0,0.0,0,,
231.281,159.117,1541.873,1060.783,34.268,8.91,1523,396,53.71,358.064,-0.359,"[[235.050,162.300],[231.450,163.200],[231.000,163.200],[229.950,162.600],[226.650,157.800],[226.350,157.050],[226.650,156.600],[229.350,156.150],[231.600,156.300],[232.650,156.600],[234.000,157.050],[234.600,157.350],[235.650,161.250],[235.650,161.700]]",26.059,"[[226.200,156.900],[226.650,156.600],[230.550,155.550],[231.900,155.700],[232.500,156.000],[234.450,157.050],[234.600,157.350],[235.650,161.250],[235.650,164.100],[235.500,164.250],[231.000,164.100],[230.250,163.950],[227.550,161.700],[226.200,157.650]]",6.251,9.837,7.764,10.304,6.605,7.378,0.619,2.187,True,False,False,False,0.0,0.0,0,,
227.231,171.974,1514.873,1146.492,10.418,9.045,463,402,40.256,268.376,-0.377,"[[225.450,171.150],[226.050,169.350],[227.100,169.950],[228.150,170.850],[228.450,171.150],[228.900,171.750],[228.900,173.400],[228.450,173.700],[228.000,173.850],[227.400,174.000],[226.950,173.850],[226.350,173.250],[226.050,172.800],[225.450,171.600]]",12.603,"[[228.900,171.750],[228.900,173.400],[228.450,173.700],[228.000,173.850],[227.400,174.000],[226.950,173.850],[226.350,173.250],[223.950,169.800],[223.800,169.500],[223.950,167.400],[224.400,167.400],[225.300,167.700],[226.050,168.000],[226.500,168.300],[227.550,169.050],[227.700,169.200]]",2.908,4.652,3.08,7.275,3.642,4.897,2.882,7.694,True,False,False,False,0.0,0.0,0,,
231.935,168.013,1546.233,1120.089,10.125,23.648,450,1051,45.764,305.09,-0.441,"[[233.400,167.400],[233.100,170.550],[232.950,170.700],[231.900,170.550],[231.750,170.400],[229.950,167.550],[229.950,167.100],[231.150,165.900],[231.900,165.900],[232.500,166.200],[232.950,166.500],[233.100,166.650]]",13.149,"[[229.500,167.550],[229.800,166.050],[230.250,165.300],[230.850,165.150],[232.200,165.150],[235.200,165.600],[235.650,166.650],[235.650,166.800],[235.500,167.250],[233.850,171.750],[233.700,171.900],[233.550,171.900],[233.100,171.750],[230.550,170.400],[230.250,170.100],[229.650,169.350],[229.500,169.050]]",3.008,4.933,5.599,7.138,3.59,5.888,1.135,2.406,True,True,False,False,0.0,0.0,0,,
226.062,182.335,1507.077,1215.564,0.878,9.968,39,443,30.316,202.104,-0.467,"[[225.750,181.950],[226.350,181.950],[226.500,182.100],[226.500,182.700],[225.750,182.700],[225.600,182.550],[225.600,182.100]]",3.036,"[[224.100,182.700],[223.950,181.950],[223.800,180.450],[223.800,180.000],[223.950,179.850],[224.250,179.700],[224.550,179.850],[226.200,180.900],[226.650,181.200],[227.250,181.650],[228.000,182.400],[228.000,182.700],[227.550,183.000],[227.250,183.150],[226.800,183.300],[226.200,183.450],[225.300,183.600],[224.550,183.450],[224.250,183.000]]",0.753,1.025,2.589,4.435,1.057,3.562,1.212,3.647,True,True,False,False,0.0,0.0,0,,
226.864,185.259,1512.424,1235.061,6.682,21.87,297,972,28.139,187.594,-0.539,"[[224.550,185.100],[224.700,184.950],[225.300,184.650],[226.650,184.050],[226.950,184.050],[227.850,184.200],[231.000,186.450],[231.300,186.750],[231.300,186.900],[230.850,186.900],[225.750,186.150],[225.300,186.000],[224.700,185.400]]",15.281,"[[232.200,185.400],[232.200,187.650],[231.600,187.950],[230.550,188.400],[230.400,188.400],[226.800,187.950],[225.600,187.650],[225.000,187.350],[224.700,187.050],[224.550,186.750],[224.100,185.100],[224.250,184.500],[224.550,183.600],[227.850,182.850],[228.150,182.850],[231.750,185.100]]",2.26,5.664,4.894,8.314,2.917,5.448,1.422,2.872,True,True,False,False,0.0,0.0,0,,
232.868,189.806,1552.454,1265.376,3.172,19.485,141,866,28.329,188.859,-0.807,"[[233.250,189.150],[234.300,190.050],[234.300,190.200],[234.000,190.500],[232.950,190.500],[232.200,190.350],[231.900,190.200],[231.750,190.050],[231.750,189.450],[231.900,189.150],[232.200,188.850],[232.800,189.000]]",6.772,"[[233.250,192.750],[232.950,192.600],[230.100,191.100],[229.950,190.950],[229.200,190.050],[229.050,189.600],[229.050,189.450],[229.200,189.300],[230.400,188.550],[231.300,188.100],[232.050,187.800],[232.200,187.800],[233.700,188.250],[234.000,188.400],[235.350,189.300],[235.500,189.750],[235.500,189.900],[234.900,191.550],[233.400,192.750]]",1.416,2.59,4.197,6.286,2.01,4.981,1.524,2.71,True,True,False,False,0.0,0.0,0,,
230.583,193.595,1537.22,1290.634,0.922,17.482,41,777,24.085,160.57,-0.855,"[[231.000,194.100],[230.550,194.100],[230.250,193.800],[230.100,193.500],[230.100,193.350],[230.250,193.050],[230.550,193.050],[231.000,193.500]]",3.231,"[[230.550,195.600],[228.300,195.150],[228.150,194.250],[228.000,192.600],[228.000,192.150],[229.800,190.950],[232.200,192.150],[233.100,192.750],[233.250,192.900],[233.250,193.200],[232.950,194.700],[232.650,195.150],[232.200,195.450],[231.900,195.600]]",0.745,1.221,4.041,5.434,1.084,4.718,2.016,2.397,True,True,False,False,0.0,0.0,0,,
230.494,197.479,1536.627,1316.525,1.328,9.045,59,402,21.661,144.404,-0.988,"[[229.500,197.250],[229.800,197.100],[230.550,197.100],[231.000,197.250],[231.300,197.400],[231.450,197.700],[231.450,197.850],[230.700,197.850],[229.800,197.700],[229.650,197.550]]",4.591,"[[227.400,196.050],[228.150,195.300],[228.900,195.300],[231.750,195.750],[231.450,197.850],[231.000,198.750],[230.550,198.750],[230.100,198.600],[229.200,198.150],[228.750,197.850],[228.300,197.400],[227.550,196.500],[227.400,196.200]]",0.714,1.916,2.699,4.304,1.3,3.53,1.499,4.282,True,True,False,False,0.0,0.0,0,,
229.806,205.653,1532.042,1371.021,1.08,2.902,48,129,17.795,118.632,-1.358,"[[228.750,205.800],[228.750,205.500],[229.050,205.350],[229.500,205.350],[230.700,205.500],[231.000,205.650],[231.150,205.800],[231.000,205.950]]",5.309,"[[230.850,206.850],[227.400,207.300],[228.000,205.650],[228.300,204.900],[230.700,205.500],[231.000,205.650],[231.150,205.800],[231.150,206.700]]",0.482,2.279,1.717,3.165,1.173,2.252,0.707,2.51,True,False,False,False,0.0,0.0,0,,
229.058,199.926,1527.052,1332.837,7.335,10.688,326,475,19.156,127.704,-1.053,"[[231.600,200.850],[231.600,201.750],[231.450,201.900],[228.600,200.700],[227.550,200.100],[226.650,199.200],[226.500,198.750],[226.650,198.600],[228.000,198.600],[228.450,198.750],[229.200,199.050],[229.800,199.350],[231.000,200.250]]",13.025,"[[231.900,200.550],[231.900,201.450],[231.450,201.900],[230.550,202.500],[227.850,201.150],[227.700,201.000],[226.950,200.100],[226.200,199.050],[225.900,197.100],[225.900,196.950],[226.050,196.500],[226.500,196.350],[227.250,196.200],[230.700,198.900],[231.450,199.800]]",1.746,5.492,3.49,7.384,3.056,4.76,0.939,2.84,True,False,False,False,0.0,0.0,0,,
234.079,215.018,1560.523,1433.453,2.88,18.18,128,808,22.383,149.221,1.317,"[[233.100,215.400],[233.100,214.650],[234.000,214.200],[234.450,214.050],[234.600,214.050],[234.900,214.350],[234.900,215.400],[234.750,215.700],[234.600,215.850],[234.150,215.850],[233.400,215.700]]",6.041,"[[235.350,218.100],[232.200,217.800],[231.450,217.200],[231.000,214.800],[231.300,214.200],[231.750,213.450],[232.050,213.000],[232.350,212.700],[232.650,212.550],[233.100,212.550],[234.900,213.150],[235.200,213.450],[236.100,214.650],[236.100,214.950],[235.950,217.350],[235.650,217.950],[235.500,218.100]]",1.652,1.996,4.958,6.029,1.915,4.829,1.917,2.477,True,True,False,False,0.0,0.0,0,,
227.069,209.638,1513.792,1397.583,0.54,3.69,24,164,14.66,97.73,1.555,"[[226.650,209.700],[226.200,209.250],[226.500,209.250],[228.000,209.850],[228.000,210.000],[227.700,210.000]]",4.094,"[[225.600,207.450],[227.400,207.450],[227.550,207.600],[228.000,209.850],[228.000,210.000],[227.100,210.600],[226.350,210.900],[226.050,210.750],[225.750,209.250],[225.600,208.050]]",0.326,1.703,2.098,3.288,0.829,2.321,0.906,2.839,True,False,False,False,0.0,0.0,0,,
229.348,220.868,1528.989,1472.454,12.487,37.822,555,1681,20.453,136.352,0.976,"[[227.400,221.400],[226.650,220.500],[226.650,220.200],[227.250,219.450],[228.750,219.150],[229.200,219.150],[230.400,219.450],[231.000,220.050],[231.300,220.500],[231.600,221.100],[231.600,221.700],[231.300,222.600],[229.650,222.600],[227.850,221.700]]",13.461,"[[225.600,218.400],[228.600,216.600],[229.950,216.600],[230.700,216.750],[231.600,217.350],[232.050,217.800],[232.650,218.550],[232.800,222.000],[232.800,222.450],[232.350,223.950],[231.900,224.550],[231.600,224.850],[231.300,225.000],[229.050,225.600],[228.750,225.600],[228.150,225.300],[227.550,224.700],[225.750,220.800],[225.600,219.600]]",3.075,5.042,6.798,8.956,3.987,7.652,2.064,3.229,True,True,False,False,0.0,0.0,0,,
232.311,227.687,1548.743,1517.914,0.788,6.142,35,273,27.025,180.164,0.828,"[[232.650,228.150],[231.450,227.550],[231.600,227.400],[232.800,227.400],[232.800,228.150]]",3.654,"[[230.100,228.000],[229.200,225.600],[230.100,225.300],[230.700,225.150],[231.450,225.000],[231.750,225.000],[232.950,226.950],[233.100,227.400],[233.100,228.600],[232.950,228.750],[232.500,229.050],[232.200,229.050],[230.550,228.300],[230.250,228.150]]",0.568,1.309,2.32,4.465,1.001,2.966,1.42,4.287,True,False,False,False,0.0,0.0,0,,
