x,y,x_pix,y_pix,fiber_area,myelin_area,fiber_area_pix,myelin_area_pix,rho,rho_pix,phi,hull_vertices,perimeter,hull_vertices_w_myel,shortest_diameter,longest_diameter,shortest_diameter_w_myel,longest_diameter_w_myel,eff_fib_diam,eff_fib_diam_w_myel,median_myelin_thickness,max_myelin_thickness,myelinated,chat,unmyel_nf,nav,th_overlap_p,c_estimate_nf_frac,c_estimate_nf,c_estimate_nav,c_estimate_nav_frac
23.545,197.672,156.968,1317.811,4.275,5.265,190,234,189.23,1261.532,1.509,"[[24.600,198.150],[24.600,198.900],[24.450,199.200],[24.300,199.200],[24.000,199.050],[22.950,198.300],[22.650,198.000],[22.500,197.400],[22.350,196.650],[22.500,196.500],[22.950,196.350],[23.400,196.350],[23.700,196.500],[24.450,197.550]]",8.049,"[[23.250,199.650],[22.050,199.050],[21.450,197.400],[21.450,195.900],[22.350,194.100],[22.950,194.250],[23.400,194.700],[24.000,195.450],[24.600,198.150],[24.600,199.500],[24.000,199.650]]",1.685,3.189,2.822,5.565,2.333,3.485,0.956,2.265,True,False,False,False,0.0,0.0,0,,
17.415,202.603,116.102,1350.687,3.307,1.192,147,53,195.114,1300.762,1.536,"[[17.250,201.750],[17.850,201.600],[18.000,201.600],[18.300,201.900],[18.600,202.650],[18.600,202.800],[18.450,202.950],[17.550,203.400],[17.100,203.550],[16.950,203.550],[16.650,203.400],[16.350,203.100],[16.200,202.800],[16.200,202.650],[16.500,202.350]]",6.623,"[[20.250,203.400],[20.250,203.550],[18.600,203.850],[17.700,204.000],[16.650,203.400],[16.350,203.100],[16.200,202.800],[15.900,201.900],[15.900,201.750],[17.850,201.600],[18.000,201.600],[20.100,203.250]]",1.559,2.333,2.143,4.241,2.052,2.394,0.432,1.787,True,False,False,False,0.0,0.0,0,,
21.958,214.856,146.388,1432.376,1.912,4.297,85,191,190.531,1270.206,-1.542,"[[20.700,214.650],[21.150,214.350],[22.500,214.200],[22.800,214.350],[22.800,215.250],[22.650,215.400],[22.050,215.400],[21.150,215.100],[20.850,214.950],[20.700,214.800]]",5.593,"[[21.300,216.450],[19.950,214.050],[21.450,212.550],[22.200,212.550],[22.500,212.850],[23.100,214.650],[23.100,215.100],[22.350,216.300],[22.050,216.600],[21.600,216.600]]",1.109,2.073,2.525,4.028,1.56,2.812,0.777,1.748,True,True,False,False,0.0,0.0,0,,
16.841,211.659,112.274,1411.059,8.37,0.63,372,28,195.583,1303.886,-1.559,"[[19.200,213.150],[19.200,213.450],[18.750,213.450],[17.550,213.000],[14.250,211.500],[14.100,211.350],[14.100,210.600],[14.250,210.450],[16.050,210.300],[16.200,210.300],[17.250,210.600],[17.700,210.750],[18.300,211.050],[18.600,211.350]]",13.346,"[[14.100,210.600],[14.250,210.450],[15.900,209.850],[16.050,209.850],[16.500,210.000],[18.300,211.050],[18.600,211.350],[20.100,213.900],[18.750,213.450],[17.550,213.000],[14.250,211.500],[14.100,211.350]]",2.07,5.161,2.202,5.91,3.265,3.385,0.966,4.329,True,False,False,False,0.0,0.0,0,,
17.471,209.025,116.471,1393.5,1.575,1.62,70,72,194.941,1299.605,1.569,"[[16.500,208.650],[16.650,208.200],[16.800,208.200],[17.100,208.350],[18.000,208.950],[18.600,209.550],[18.600,209.700],[18.150,209.700],[17.250,209.400],[16.650,208.950]]",5.524,"[[16.350,208.950],[16.650,208.200],[17.250,207.900],[17.700,208.050],[18.300,208.500],[18.600,209.550],[18.600,209.700],[18.450,210.000],[18.150,210.150],[17.550,210.000],[16.800,209.400]]",0.79,2.275,1.638,2.478,1.416,2.017,0.325,0.648,True,False,False,False,0.0,0.0,0,,
21.452,221.015,143.017,1473.433,1.35,8.955,60,398,191.311,1275.409,-1.51,"[[22.350,220.500],[21.900,221.400],[21.000,221.550],[20.700,221.550],[20.550,221.400],[20.850,220.950],[21.150,220.650],[22.050,220.350],[22.200,220.350]]",4.707,"[[22.650,220.350],[22.950,220.800],[22.950,220.950],[22.650,222.000],[22.200,222.450],[20.700,223.500],[20.250,223.200],[19.800,222.750],[19.050,219.900],[19.050,219.600],[19.200,219.150],[19.350,219.150],[20.700,219.450],[21.750,219.750],[22.050,219.900]]",0.902,1.912,3.232,4.289,1.311,3.622,1.238,3.146,True,False,False,False,0.0,0.0,0,,
18.96,226.989,126.397,1513.263,11.722,5.49,521,244,194.249,1294.995,-1.48,"[[18.150,228.450],[17.100,225.300],[17.100,225.000],[17.400,224.850],[18.600,224.850],[19.350,225.000],[19.650,225.150],[19.800,225.300],[20.250,226.200],[20.550,227.100],[20.550,228.300],[20.400,228.600],[19.500,229.500],[18.750,229.500],[18.450,229.200]]",13.213,"[[17.100,225.000],[18.000,223.500],[20.850,223.650],[21.000,224.250],[21.150,225.750],[21.150,226.800],[20.550,228.750],[19.500,229.500],[18.750,229.800],[18.600,229.800],[18.300,229.200],[18.150,228.750],[17.100,225.300]]",2.716,4.772,3.488,6.145,3.863,4.681,0.392,1.997,True,False,False,False,0.0,0.0,0,,
22.645,228.42,150.968,1522.8,2.137,0.27,95,12,190.716,1271.442,-1.471,"[[21.750,228.450],[21.750,227.850],[21.900,227.700],[22.200,227.700],[23.100,227.850],[23.400,228.300],[23.400,229.200],[23.250,229.350],[23.100,229.350],[21.900,228.600]]",5.455,"[[21.750,228.450],[21.750,227.550],[21.900,227.550],[23.100,227.850],[23.400,228.300],[23.700,229.650],[23.700,229.800],[22.650,230.400],[22.350,230.400]]",1.213,2.027,1.582,2.698,1.65,1.751,0.695,1.373,True,True,False,False,0.0,0.0,0,,
23.711,232.16,158.072,1547.735,8.078,3.082,359,137,190.068,1267.117,-1.451,"[[21.450,231.750],[24.150,230.550],[24.450,230.550],[25.200,231.000],[26.400,232.050],[26.850,232.500],[26.850,232.800],[24.000,233.850],[21.150,233.100],[21.000,232.500],[21.000,232.350],[21.150,232.050]]",14.173,"[[21.900,230.700],[23.700,229.950],[24.300,229.950],[24.900,230.100],[25.200,230.250],[26.250,231.450],[26.850,232.500],[26.850,232.800],[24.450,234.450],[23.700,234.150],[21.150,233.100],[21.000,232.500],[21.000,232.350],[21.150,232.050]]",2.994,5.451,4.146,5.584,3.207,3.77,0.609,1.715,True,True,False,False,0.0,0.0,0,,
23.968,236.203,159.786,1574.686,1.575,5.22,70,232,190.339,1268.929,-1.43,"[[23.100,235.800],[23.250,235.650],[24.150,235.650],[24.450,235.950],[24.750,236.400],[24.750,236.850],[24.600,236.850],[23.850,236.700],[23.550,236.550],[23.400,236.400]]",4.66,"[[22.950,236.700],[23.100,235.800],[23.250,235.650],[24.000,235.350],[24.600,235.350],[25.050,235.500],[25.350,235.650],[25.650,235.950],[26.550,237.750],[26.400,238.050],[26.250,238.200],[24.450,237.900],[23.250,237.150],[23.100,237.000]]",1.035,1.848,2.128,3.891,1.416,2.936,0.658,3.22,True,False,False,False,0.0,0.0,0,,
29.192,133.083,194.616,887.217,12.645,2.137,562,95,198.479,1323.194,1.176,"[[26.550,133.200],[26.400,132.900],[26.400,132.750],[26.550,132.450],[27.750,131.100],[28.050,130.950],[29.400,130.950],[29.850,131.250],[30.000,131.400],[32.100,134.400],[31.800,135.000],[31.500,135.150],[30.750,135.150],[28.950,134.700]]",15.169,"[[31.200,136.800],[25.350,133.800],[25.500,132.300],[25.650,132.150],[28.050,130.950],[29.400,130.950],[29.850,131.250],[30.000,131.400],[32.100,134.400],[32.700,135.600]]",3.205,5.638,4.156,6.796,4.012,4.338,2.16,6.062,True,True,False,False,0.0,0.0,0,,
24.546,130.289,163.64,868.596,2.565,1.755,114,78,203.844,1358.958,1.172,"[[23.400,130.500],[23.250,130.350],[23.400,130.050],[23.700,129.750],[24.150,129.600],[24.300,129.600],[24.900,129.750],[25.500,130.050],[25.800,130.350],[25.800,130.650],[25.650,130.800],[24.000,130.800]]",6.143,"[[25.200,131.700],[23.100,130.950],[22.650,130.650],[22.500,130.200],[22.650,129.900],[23.100,129.600],[23.400,129.450],[25.050,129.600],[25.800,130.350],[25.800,130.650]]",1.134,2.457,1.863,3.216,1.807,2.345,0.502,0.984,True,True,False,False,0.0,0.0,0,,
33.411,136.95,222.743,913.0,0.788,5.49,35,244,193.107,1287.38,1.186,"[[32.850,136.950],[32.850,136.650],[33.750,136.650],[33.900,136.950],[33.900,137.250],[33.750,137.400],[33.600,137.400],[33.000,137.100]]",3.08,"[[33.900,138.600],[33.300,138.300],[31.350,137.100],[31.200,136.950],[31.350,136.650],[32.250,135.900],[32.850,135.450],[33.900,135.600],[34.350,136.200],[34.350,138.300],[34.200,138.450]]",0.638,1.136,2.456,3.242,1.001,2.797,1.051,2.7,True,True,False,False,0.0,0.0,0,,
25.729,135.566,171.525,903.775,0.9,3.082,40,137,200.754,1338.36,1.194,"[[26.400,136.200],[25.200,135.600],[25.050,135.450],[25.050,135.150],[25.650,135.150],[26.100,135.450],[26.400,135.750]]",3.869,"[[24.900,136.200],[24.600,135.300],[24.450,134.700],[24.450,134.550],[25.500,133.950],[25.650,133.950],[26.100,134.250],[26.700,135.150],[26.850,135.900],[26.850,136.200]]",0.573,1.533,1.901,2.631,1.07,2.245,0.588,1.235,True,True,False,False,0.0,0.0,0,,
32.175,143.4,214.5,956.0,0.45,4.995,20,222,191.941,1279.609,1.22,"[[32.550,143.400],[32.550,143.550],[32.400,143.700],[32.250,143.700],[31.950,143.550],[31.800,143.400],[31.800,143.250],[31.950,143.100],[32.100,143.100],[32.400,143.250]]",2.119,"[[34.350,145.500],[31.800,144.450],[31.050,143.850],[30.750,143.400],[30.450,142.650],[30.450,142.500],[30.600,142.200],[31.650,142.200],[33.900,143.250],[34.050,143.400],[34.500,144.150],[34.650,144.600],[34.650,145.200]]",0.472,0.783,1.943,4.849,0.757,2.633,0.975,3.407,True,True,False,False,0.0,0.0,0,,
32.175,139.259,214.5,928.39,1.845,9.382,82,417,193.405,1289.364,1.2,"[[32.700,139.950],[32.400,139.950],[31.950,139.800],[31.350,139.200],[31.350,138.900],[31.650,138.600],[32.250,138.600],[33.000,139.350],[33.000,139.650]]",4.732,"[[33.300,141.150],[31.950,141.150],[30.750,140.100],[30.600,139.950],[29.850,138.900],[29.850,138.750],[30.150,138.150],[30.600,137.550],[31.050,137.100],[31.200,137.100],[32.700,137.850],[33.750,138.600],[33.900,138.750],[33.900,139.500],[33.600,140.550]]",1.065,1.756,3.04,4.466,1.533,3.754,1.124,1.655,True,True,False,False,0.0,0.0,0,,
29.379,149.387,195.857,995.91,20.61,7.448,916,331,192.621,1284.141,1.254,"[[33.000,150.000],[29.850,152.850],[29.700,152.850],[28.500,152.550],[26.250,149.700],[26.250,149.400],[27.300,147.300],[27.450,147.150],[27.750,147.000],[28.800,147.000],[31.650,148.050],[33.000,149.250]]",19.105,"[[25.050,150.450],[27.300,147.300],[27.450,147.150],[27.750,147.000],[28.500,146.700],[28.650,146.700],[32.700,147.300],[33.150,147.450],[33.900,147.900],[34.050,149.100],[34.050,149.550],[33.900,150.150],[33.750,150.450],[33.300,150.900],[29.850,152.850],[29.700,152.850],[28.500,152.550],[25.350,151.350],[25.200,151.200],[25.050,150.900]]",4.897,6.612,5.863,9.008,5.123,5.977,0.601,1.788,True,True,False,False,0.0,0.0,0,,
24.225,153.387,161.5,1022.579,0.855,3.532,38,157,196.346,1308.975,1.281,"[[23.700,153.150],[24.750,153.150],[24.900,153.300],[24.900,153.600],[23.550,153.600],[23.550,153.300]]",3.424,"[[23.550,153.600],[21.150,153.450],[22.200,152.700],[23.250,152.100],[25.050,151.350],[25.200,151.350],[25.200,151.500],[24.900,153.600]]",0.452,1.352,1.334,3.239,1.043,2.364,1.603,2.483,True,False,False,False,0.0,0.0,0,,
26.638,157.8,177.589,1052.0,9.81,5.985,436,266,192.807,1285.377,1.3,"[[25.650,158.850],[25.050,158.550],[24.450,157.650],[24.300,157.350],[24.300,157.050],[24.450,156.600],[24.750,156.150],[25.050,155.850],[25.500,155.850],[26.250,156.150],[26.700,156.450],[30.450,159.000],[30.600,159.150],[30.600,159.450],[30.300,159.750],[29.550,159.750],[26.850,159.150]]",15.85,"[[29.550,160.650],[25.500,159.300],[24.150,157.350],[23.850,156.750],[24.150,156.300],[25.050,155.850],[25.500,155.850],[26.400,156.000],[27.900,156.600],[28.500,156.900],[30.450,158.700],[30.900,159.150],[31.200,159.750],[30.450,160.500],[30.000,160.650]]",2.458,6.518,3.38,7.64,3.534,4.485,0.481,1.664,True,False,False,False,0.0,0.0,0,,
31.493,165.323,209.956,1102.156,1.012,0.652,45,29,186.21,1241.402,1.332,"[[31.500,164.850],[32.100,164.850],[32.100,165.150],[31.500,165.900],[31.050,165.900],[31.050,165.150],[31.200,165.000]]",3.608,"[[32.700,164.700],[29.550,167.850],[29.250,167.550],[28.800,166.950],[31.350,164.550],[32.550,164.550]]",0.804,1.301,1.078,4.292,1.135,1.456,0.299,2.591,True,False,False,False,0.0,0.0,0,,
28.004,160.263,186.692,1068.423,0.585,0.72,26,32,190.842,1272.281,1.31,"[[28.500,160.200],[28.500,160.500],[27.900,160.500],[27.600,160.350],[27.450,160.200],[27.450,160.050],[28.200,160.050]]",2.683,"[[29.400,160.650],[27.900,160.500],[27.600,160.350],[27.450,160.200],[27.450,160.050],[27.900,159.450],[28.050,159.300],[28.350,159.300],[28.800,159.750]]",0.452,1.076,0.93,1.807,0.863,1.289,0.786,2.008,True,False,False,False,0.0,0.0,0,,
29.767,159.104,198.449,1060.692,1.755,2.52,78,112,189.443,1262.955,1.302,"[[29.100,159.000],[29.100,158.250],[29.850,158.550],[30.300,158.850],[30.600,159.150],[30.600,159.450],[30.450,159.600],[30.000,159.750],[29.550,159.750],[29.250,159.450]]",4.858,"[[28.500,159.300],[28.500,157.650],[28.650,157.200],[28.800,157.050],[29.100,157.200],[29.400,157.500],[31.200,159.450],[31.200,159.600],[30.900,160.050],[29.700,160.800],[28.950,159.900]]",1.127,1.711,1.959,3.539,1.495,2.333,0.62,1.463,True,False,False,False,0.0,0.0,0,,
25.064,169.594,167.091,1130.629,7.942,19.822,353,881,191.53,1276.868,1.361,"[[27.300,169.050],[27.300,169.650],[27.000,170.100],[26.700,170.400],[25.500,170.700],[24.600,170.700],[23.700,170.400],[23.400,170.250],[22.800,169.650],[22.800,169.050],[23.100,168.750],[26.850,168.750]]",11.15,"[[20.550,170.250],[20.400,169.650],[20.250,167.700],[20.250,167.550],[20.700,167.100],[28.650,166.950],[29.100,167.400],[29.550,168.000],[29.550,168.450],[29.250,169.200],[28.950,169.650],[28.350,170.400],[28.050,170.700],[27.150,171.150],[26.700,171.300],[25.500,171.450],[25.050,171.450],[23.550,171.300],[22.500,171.150],[21.000,170.550]]",1.957,4.405,4.442,8.705,3.18,5.834,1.759,3.302,True,True,False,False,0.0,0.0,0,,
28.506,176.111,190.043,1174.075,9.878,2.97,439,132,186.894,1245.958,1.392,"[[26.100,174.150],[26.250,173.850],[27.300,173.850],[28.500,174.750],[31.800,177.600],[31.950,177.900],[31.800,178.050],[31.200,178.350],[31.050,178.350],[28.950,177.750],[28.350,177.450],[26.550,175.650],[26.250,174.900],[26.100,174.300]]",15.591,"[[26.250,173.250],[29.400,172.950],[29.550,172.950],[33.000,178.500],[33.000,178.650],[32.850,178.950],[32.700,179.100],[32.550,179.100],[28.950,177.750],[28.350,177.450],[25.800,175.800],[25.650,175.650],[25.650,173.850],[25.800,173.550]]",2.095,6.499,3.862,8.113,3.546,4.044,0.894,4.489,True,False,False,False,0.0,0.0,0,,
30.649,175.604,204.329,1170.696,1.777,5.828,79,259,184.877,1232.516,1.387,"[[29.850,175.800],[29.850,175.350],[30.300,174.900],[30.600,174.900],[30.900,175.050],[31.650,175.950],[31.650,176.100],[30.300,176.100]]",4.934,"[[29.550,173.250],[30.300,172.200],[30.450,172.200],[30.600,172.350],[33.600,176.100],[33.750,176.400],[33.000,176.400],[30.300,176.100],[29.850,175.800],[29.550,174.000]]",1.139,1.827,2.26,3.916,1.504,3.112,1.931,3.915,True,False,False,False,0.0,0.0,0,,
26.759,180.403,178.392,1202.686,1.148,0.518,51,23,187.904,1252.691,1.416,"[[26.250,182.400],[25.050,181.800],[25.950,179.850],[27.150,179.400],[27.300,179.400],[27.600,179.550],[27.600,179.700]]",8.425,"[[24.900,183.900],[24.900,183.750],[25.050,181.800],[25.950,179.850],[27.150,179.400],[27.300,179.400],[27.600,179.550],[27.600,179.700],[25.350,184.200],[25.050,184.500]]",1.333,3.265,1.333,4.859,1.209,1.456,1.849,5.317,True,False,False,False,0.0,0.0,0,,
30.428,183.204,202.85,1221.358,26.865,9.765,1194,434,183.86,1225.732,1.428,"[[26.250,181.950],[27.450,180.450],[27.750,180.150],[27.900,180.150],[31.200,181.350],[31.950,181.650],[32.550,181.950],[33.000,182.250],[33.750,183.000],[34.200,184.350],[34.200,184.650],[33.750,185.700],[33.600,185.850],[33.300,185.850],[30.750,185.700],[30.150,185.400],[28.350,184.200],[27.300,183.300],[26.850,182.850],[26.250,182.100]]",20.983,"[[25.200,184.050],[26.400,181.650],[27.450,180.450],[27.750,180.150],[27.900,180.150],[32.400,180.300],[34.500,182.250],[34.650,182.400],[35.400,185.100],[35.400,185.250],[35.100,185.550],[34.650,185.850],[33.150,186.300],[32.700,186.300],[27.900,185.850],[25.200,184.500]]",4.031,8.19,5.866,9.542,5.849,6.825,1.025,2.716,True,False,False,False,0.0,0.0,0,,
26.173,187.742,174.489,1251.611,2.948,16.29,131,724,187.493,1249.955,1.455,"[[26.400,188.850],[25.050,188.100],[25.050,187.500],[25.350,187.200],[25.800,186.900],[26.550,186.900],[27.000,187.350],[27.150,187.800],[27.150,187.950],[27.000,188.400],[26.700,188.700]]",6.354,"[[23.250,189.150],[23.250,187.200],[23.850,185.250],[24.600,184.800],[24.900,184.650],[25.350,184.650],[26.250,184.950],[27.000,185.250],[28.050,186.000],[28.950,187.350],[29.250,187.950],[29.400,188.400],[29.400,190.350],[28.050,191.700]]",1.746,2.108,5.158,7.563,1.937,4.949,1.964,3.25,True,True,False,False,0.0,0.0,0,,
26.233,196.264,174.888,1308.428,9.045,20.25,402,900,186.641,1244.273,1.5,"[[26.550,198.450],[25.500,197.850],[25.350,197.700],[25.050,197.250],[25.050,193.950],[25.650,193.950],[27.450,195.450],[27.900,195.900],[27.900,196.200],[27.450,197.550],[27.300,197.850],[26.700,198.450]]",11.899,"[[22.800,193.950],[24.750,192.000],[25.050,191.850],[26.700,191.550],[27.750,191.700],[28.200,191.850],[28.500,192.150],[33.150,198.000],[28.500,198.900],[28.050,198.900],[26.400,198.750],[25.350,197.700],[22.800,194.100]]",2.791,4.54,5.917,8.661,3.394,6.107,2.043,5.333,True,False,False,False,0.0,0.0,0,,
25.172,204.028,167.815,1360.185,2.07,4.995,92,222,187.316,1248.773,1.542,"[[24.300,203.550],[25.650,203.550],[26.100,203.850],[26.250,204.150],[26.250,204.300],[26.100,204.600],[25.650,204.600],[24.450,204.450],[24.150,204.300],[24.150,203.700]]",5.519,"[[25.500,206.100],[24.750,205.950],[23.550,204.450],[23.250,203.700],[23.100,203.250],[23.250,202.650],[24.000,202.200],[24.150,202.200],[25.650,202.950],[26.400,203.550],[26.550,204.450],[26.550,204.750],[26.400,205.500]]",0.993,2.139,2.698,4.054,1.623,2.999,0.838,1.593,True,False,False,False,0.0,0.0,0,,
31.038,205.997,206.921,1373.31,19.305,20.228,858,899,181.405,1209.366,1.552,"[[31.800,208.500],[27.750,207.150],[27.000,206.400],[27.000,206.250],[27.300,205.950],[28.350,205.200],[31.350,203.400],[31.500,203.400],[32.100,203.550],[32.700,203.850],[33.000,204.150],[33.750,205.050],[33.750,206.850]]",18.082,"[[25.650,206.100],[33.150,198.300],[33.300,198.300],[33.750,198.900],[33.900,199.200],[36.150,206.100],[36.150,206.400],[35.550,207.900],[34.950,208.200],[34.050,208.500],[32.400,208.950],[31.200,208.950],[26.100,206.850],[25.800,206.550],[25.650,206.250]]",4.503,6.538,7.32,10.356,4.958,7.095,1.616,5.263,True,False,False,False,0.0,0.0,0,,
27.824,202.543,185.494,1350.287,9.472,5.738,421,255,184.714,1231.429,1.534,"[[25.800,202.200],[24.300,200.400],[24.300,200.100],[24.450,199.950],[24.600,199.950],[29.400,202.200],[29.700,202.350],[30.900,203.250],[30.900,203.400],[30.000,204.300],[29.250,204.300],[28.650,204.150],[26.850,203.100],[26.250,202.650]]",16.403,"[[23.400,199.800],[24.150,199.650],[33.300,198.000],[33.300,198.150],[31.050,203.550],[29.850,204.450],[29.400,204.450],[28.650,204.300],[27.900,204.000],[25.350,202.800],[24.450,202.350],[23.700,201.600],[23.550,201.150],[23.400,200.250]]",1.963,6.637,4.997,8.009,3.473,4.401,2.01,8.078,True,False,False,False,0.0,0.0,0,,
24.791,208.549,165.271,1390.326,4.072,8.032,181,357,187.622,1250.816,1.566,"[[25.650,209.700],[25.350,210.000],[25.200,210.000],[24.750,209.700],[24.150,209.250],[23.550,207.750],[23.550,207.450],[24.750,207.450],[25.500,207.750],[25.650,208.050]]",7.774,"[[22.800,207.900],[22.800,206.700],[23.100,206.550],[24.600,206.100],[25.350,206.100],[25.950,206.700],[26.700,208.350],[26.700,208.650],[26.400,209.550],[26.250,209.850],[25.950,210.300],[24.900,210.750],[24.750,210.750],[24.450,210.450],[23.400,208.950]]",1.754,2.77,3.217,4.639,2.277,3.926,0.909,1.46,True,False,False,False,0.0,0.0,0,,
29.481,211.035,196.54,1406.902,22.5,6.84,1000,304,182.937,1219.582,-1.562,"[[33.300,210.900],[33.300,211.500],[29.700,213.900],[29.550,213.900],[26.250,212.100],[25.800,211.800],[25.650,211.500],[25.650,211.050],[27.750,208.950],[28.950,208.650],[30.300,208.650],[32.550,209.700],[33.000,210.150]]",19.646,"[[24.750,210.900],[26.850,208.350],[30.150,208.200],[33.600,208.650],[33.600,210.600],[33.300,211.500],[31.350,215.400],[30.750,216.000],[25.800,211.800]]",5.012,7.527,6.142,8.336,5.352,6.112,0.685,2.445,True,False,False,False,0.0,0.0,0,,
28.744,219.389,191.626,1462.594,7.695,0.382,342,17,183.938,1226.257,-1.516,"[[30.150,220.800],[29.250,220.800],[28.200,220.500],[27.300,219.900],[27.150,219.750],[27.000,219.300],[27.000,218.700],[27.150,218.400],[27.300,218.250],[28.050,217.950],[28.200,217.950],[28.950,218.100],[29.400,218.250],[30.300,219.000],[30.450,219.750],[30.450,220.050],[30.300,220.500]]",10.151,"[[26.850,220.050],[26.700,219.600],[27.000,218.700],[27.150,218.400],[27.300,218.250],[28.050,217.950],[28.200,217.950],[28.950,218.100],[29.400,218.250],[30.300,219.000],[30.450,219.750],[30.450,220.050],[30.300,220.500],[30.150,220.800],[29.250,220.800],[28.350,220.650]]",2.518,3.743,2.609,3.743,3.13,3.207,1.343,3.63,True,False,False,False,0.0,0.0,0,,
33.525,218.914,223.497,1459.429,3.622,5.4,161,240,179.139,1194.262,-1.518,"[[31.950,218.850],[31.950,218.400],[32.400,218.250],[33.000,218.100],[33.750,218.250],[34.500,218.550],[35.100,218.850],[35.100,219.000],[34.950,219.300],[34.500,219.600],[34.200,219.750],[33.750,219.750],[33.300,219.600]]",7.617,"[[35.100,220.200],[33.150,220.200],[31.350,218.700],[31.200,218.550],[30.900,216.150],[34.950,217.650],[35.250,217.950],[35.700,218.850],[35.400,219.750]]",1.417,3.108,2.963,5.186,2.148,3.389,0.757,2.614,True,False,False,False,0.0,0.0,0,,
25.892,218.662,172.611,1457.75,0.81,0.63,36,28,186.749,1244.994,-1.521,"[[26.100,217.950],[26.250,218.850],[26.250,219.000],[26.100,219.300],[25.800,219.150],[25.350,218.700],[25.950,217.950]]",3.48,"[[24.750,218.700],[25.050,218.400],[25.950,217.950],[26.100,217.950],[26.250,218.850],[26.250,219.000],[26.100,219.300],[25.200,219.450],[25.050,219.450],[24.900,219.300]]",0.772,1.215,1.138,1.518,1.016,1.354,0.798,1.187,True,False,False,False,0.0,0.0,0,,
27.945,234.801,186.303,1565.337,9.202,1.17,409,52,186.206,1241.372,-1.434,"[[30.300,234.750],[30.300,234.900],[29.700,236.700],[28.350,236.550],[26.550,235.500],[26.400,235.350],[25.350,234.150],[25.200,233.850],[25.350,233.700],[25.650,233.550],[28.950,233.550],[29.250,233.700]]",13.299,"[[29.850,237.450],[26.550,237.600],[24.600,234.600],[24.600,234.450],[24.750,234.150],[24.900,234.000],[25.350,233.700],[25.650,233.550],[28.950,233.550],[29.250,233.700],[30.300,234.750],[30.300,234.900]]",2.662,4.999,4.003,5.593,3.423,3.634,2.588,5.274,True,False,False,False,0.0,0.0,0,,
28.761,239.394,191.74,1595.959,1.642,2.205,73,98,186.083,1240.552,-1.409,"[[28.950,240.150],[28.350,240.000],[28.050,239.550],[28.050,239.250],[28.650,238.650],[29.100,238.650],[29.400,239.250],[29.400,239.700]]",4.515,"[[27.000,240.450],[25.950,238.800],[26.100,238.500],[26.400,238.200],[29.400,237.900],[29.550,237.900],[30.150,238.950],[30.300,239.250],[30.300,239.550],[29.550,240.450],[29.250,240.600],[28.800,240.750],[28.650,240.750]]",1.278,1.487,2.751,4.188,1.446,2.213,0.824,3.499,True,False,False,False,0.0,0.0,0,,
